destination,month,duration_days,group_size,pace,total_budget_inr
Goa,1,6,1,Luxury,106441.48292843445
Rajasthan,2,4,4,Budget,23428.957965064303
Tamil Nadu,4,9,2,Budget,24017.135204268427
Uttarakhand,8,11,1,Luxury,103809.1352086803
Rajasthan,10,6,3,Moderate,59896.048072440804
Karnataka,4,9,4,Moderate,102447.00453649524
Agra,3,13,4,Moderate,134707.77282925314
Rajasthan,3,11,3,Moderate,103151.1533829723
Karnataka,12,10,2,Moderate,80183.69612359835
Maharashtra,5,10,8,Luxury,688772.2420431462
Delhi,3,2,2,Budget,7637.800713984795
Himachal Pradesh,8,6,5,Budget,51588.81820914501
Himachal Pradesh,5,14,7,Luxury,1249264.5532622319
Kerala,12,4,9,Moderate,110945.88099833691
Uttarakhand,12,2,3,Luxury,67272.033014981
Agra,7,5,1,Budget,8451.201394163687
Delhi,11,14,9,Budget,137246.09244614487
Delhi,8,3,1,Budget,5037.074145544448
Maharashtra,5,6,8,Budget,68511.68628212567
Rajasthan,8,11,2,Luxury,251247.44689272504
Uttarakhand,12,14,7,Moderate,286654.53886313655
Goa,3,8,3,Moderate,104903.59989333378
Delhi,12,4,6,Luxury,237711.50983466915
Karnataka,7,12,6,Moderate,206601.2881732571
Goa,8,4,4,Moderate,65660.27873821901
Kerala,7,5,8,Moderate,96322.47959187387
Rajasthan,2,6,5,Moderate,79934.84980958393
Rajasthan,8,11,7,Budget,96035.97792108994
Agra,6,7,5,Moderate,82462.32452987063
Delhi,10,6,4,Luxury,228465.22208102618
Maharashtra,3,7,6,Budget,72115.96439105876
Tamil Nadu,4,9,3,Budget,40431.91828308789
Tamil Nadu,7,4,6,Luxury,172530.90616936717
Himachal Pradesh,3,10,6,Moderate,192127.69887793929
Karnataka,1,1,6,Budget,10738.797406094438
Goa,6,9,3,Luxury,345099.6889326152
Kerala,3,7,8,Luxury,378788.504232564
Himachal Pradesh,11,4,4,Moderate,52111.69571217546
Rajasthan,10,10,2,Moderate,58948.9652202639
Goa,6,8,7,Luxury,554682.0354533191
Uttarakhand,10,12,8,Moderate,187676.85006586873
Delhi,12,7,4,Luxury,321336.81814317824
Kerala,3,12,6,Moderate,234024.25626091342
Uttarakhand,6,2,8,Moderate,43802.2031791166
Maharashtra,11,1,5,Luxury,69121.3827457627
Delhi,4,9,9,Luxury,512855.79811335815
Goa,4,7,6,Moderate,129752.43414514228
Delhi,10,14,6,Luxury,716112.809317651
Himachal Pradesh,10,10,2,Budget,38923.84992825422
Agra,11,1,7,Moderate,17184.32744381772
Himachal Pradesh,2,13,9,Budget,139726.71076401498
Maharashtra,4,4,5,Budget,28779.00453749764
Karnataka,11,5,5,Budget,41619.18207675076
Uttarakhand,12,5,5,Luxury,299562.00131922134
Himachal Pradesh,4,14,1,Moderate,48924.508934524776
Agra,11,14,5,Moderate,226129.85048788667
Karnataka,7,14,8,Budget,137907.32464224935
Himachal Pradesh,5,5,3,Luxury,241503.38094416086
Rajasthan,8,11,9,Moderate,184877.43296268873
Agra,7,3,9,Moderate,48074.081709231425
Uttarakhand,10,5,6,Moderate,67603.51634355799
Kerala,9,4,4,Budget,30357.282245834303
Tamil Nadu,8,5,4,Budget,26716.719982832674
Karnataka,9,7,1,Budget,13293.678460842104
Rajasthan,1,5,5,Budget,57660.36692900363
Kerala,10,14,5,Budget,102895.17437294417
Goa,12,14,5,Moderate,326486.98554606445
Agra,3,14,1,Budget,20963.08026677184
Rajasthan,5,8,1,Luxury,88628.36441546262
Delhi,9,8,2,Budget,28349.71165379869
Goa,8,3,1,Budget,6582.322341599845
Goa,10,5,8,Budget,51104.771055572004
Karnataka,7,12,4,Moderate,146573.75973847564
Agra,2,4,6,Moderate,47876.24867633798
Rajasthan,11,14,8,Luxury,999452.034031615
Maharashtra,6,14,5,Moderate,221330.38999610266
Rajasthan,4,5,6,Budget,42649.6603795954
Himachal Pradesh,5,8,4,Luxury,469059.4753882257
Goa,5,4,6,Luxury,250875.8886481299
Uttarakhand,4,5,6,Luxury,237140.32935673388
Goa,4,7,3,Budget,42535.503648476566
Goa,4,3,4,Moderate,42367.23059504948
Tamil Nadu,11,13,6,Moderate,236522.8519171023
Delhi,2,6,8,Budget,61532.76726759091
Maharashtra,1,9,7,Moderate,191333.4711192156
Kerala,12,11,4,Budget,127847.13737184636
Kerala,2,4,3,Budget,23183.175165894307
Delhi,7,4,8,Luxury,230602.56018651268
Goa,12,6,6,Moderate,188473.86903426662
Kerala,1,6,8,Luxury,520783.519559019
Agra,6,3,9,Moderate,54224.138665101076
Maharashtra,4,14,9,Budget,181214.74716764156
Kerala,2,1,9,Luxury,73045.15833394795
Delhi,3,3,1,Budget,4633.88096757852
Himachal Pradesh,7,8,3,Budget,43951.94006229942
Kerala,6,8,9,Luxury,527211.0495222837
Maharashtra,6,6,4,Luxury,279274.23875114345
Karnataka,8,7,2,Moderate,47029.3040544417
Karnataka,8,2,1,Moderate,8414.469870523651
Agra,6,9,5,Luxury,305785.5247372262
Rajasthan,1,3,4,Moderate,57373.12588770159
Rajasthan,10,2,5,Budget,14016.003114368943
Kerala,7,5,5,Budget,41402.62431197475
Uttarakhand,8,1,8,Budget,7360.705707432171
Himachal Pradesh,5,5,6,Budget,61840.08864778671
Delhi,11,10,3,Budget,57780.73042174553
Himachal Pradesh,4,4,9,Budget,43735.42341340221
Karnataka,7,12,8,Moderate,216175.5088324604
Kerala,12,6,9,Luxury,641336.4464976272
Maharashtra,12,12,4,Luxury,699302.6000218568
Delhi,11,5,8,Moderate,121714.97321795115
Himachal Pradesh,6,9,3,Moderate,125062.33895068614
Maharashtra,12,5,5,Moderate,108729.0906737956
Delhi,6,13,7,Luxury,641767.4292787816
Himachal Pradesh,3,8,1,Moderate,33711.59485913069
Agra,11,12,1,Moderate,41585.04414112473
Karnataka,10,13,3,Luxury,352913.6033055725
Goa,4,2,4,Moderate,30499.58880024397
Delhi,5,3,1,Budget,4675.262810070515
Karnataka,9,3,8,Luxury,177675.50560343586
Tamil Nadu,8,3,2,Luxury,57726.17577471507
Uttarakhand,3,6,5,Luxury,229764.8944888196
Kerala,6,7,6,Moderate,129920.99874611097
Tamil Nadu,10,7,6,Luxury,356318.1244740929
Maharashtra,1,12,6,Budget,131314.91213143565
Delhi,3,7,1,Budget,11966.196863142353
Kerala,10,12,3,Luxury,362442.62082713825
Kerala,12,3,3,Budget,21999.674970756863
Tamil Nadu,7,1,8,Moderate,16074.735700168698
Tamil Nadu,7,6,6,Luxury,244256.44771094763
Goa,2,3,2,Budget,12565.174926215426
Himachal Pradesh,3,13,1,Moderate,45447.706649617656
Delhi,7,3,4,Luxury,107657.40793740403
Karnataka,12,3,1,Luxury,37398.285923007024
Rajasthan,6,9,5,Luxury,369458.5085937856
Delhi,7,12,8,Budget,97054.50990378881
Delhi,10,4,2,Luxury,71755.00779795619
Delhi,9,5,8,Budget,47057.68842522608
Kerala,8,3,8,Moderate,63622.90308708642
Maharashtra,6,10,6,Moderate,170358.02865044482
Kerala,12,13,8,Moderate,380632.41728484037
Maharashtra,4,12,2,Luxury,263276.00756550534
Tamil Nadu,10,1,7,Moderate,17612.963446572943
Rajasthan,9,12,8,Budget,104771.21652712928
Kerala,7,4,4,Budget,26432.660519362882
Maharashtra,5,1,9,Budget,11900.976895815596
Kerala,2,11,6,Budget,93818.75409424661
Uttarakhand,9,11,3,Budget,45778.007522284104
Kerala,7,7,4,Budget,51854.031533068905
Rajasthan,9,7,4,Moderate,90660.33337468968
Rajasthan,11,4,1,Luxury,64976.378962266775
Maharashtra,9,5,1,Budget,10685.779278293314
Maharashtra,10,10,1,Moderate,37980.7197894296
Tamil Nadu,5,7,4,Moderate,77908.13972859933
Rajasthan,7,13,1,Budget,21209.99218217505
Rajasthan,5,6,6,Moderate,101013.44888072384
Goa,3,13,2,Budget,57708.07654431886
Delhi,10,4,1,Luxury,40458.62279869447
Agra,8,4,7,Budget,29709.533652971106
Kerala,8,2,6,Luxury,105442.83817293915
Himachal Pradesh,9,10,1,Moderate,33969.374472017145
Tamil Nadu,11,2,9,Moderate,46370.40225944227
Delhi,12,12,6,Budget,126948.49561689142
Agra,6,4,2,Moderate,25743.569770950635
Goa,2,5,7,Moderate,119815.0333360275
Himachal Pradesh,3,4,3,Luxury,134999.89866749354
Maharashtra,11,14,7,Budget,149831.18071883035
Rajasthan,12,3,9,Budget,46121.225539271516
Uttarakhand,10,11,5,Luxury,397488.55795364414
Tamil Nadu,11,2,1,Luxury,21178.38827532382
Karnataka,6,4,5,Luxury,178766.66750980896
Rajasthan,1,14,8,Budget,195135.299254534
Uttarakhand,2,11,8,Luxury,546617.6304155757
Agra,8,5,3,Budget,21178.16449062325
Maharashtra,11,1,4,Luxury,54711.77312716351
Himachal Pradesh,8,13,8,Moderate,228914.489929597
Agra,6,1,8,Budget,8073.6022607411805
Rajasthan,3,6,7,Budget,44572.9655726758
Rajasthan,2,5,6,Budget,38769.78352075425
Himachal Pradesh,6,11,4,Moderate,175094.79947873388
Karnataka,1,4,9,Moderate,94454.38055555074
Uttarakhand,10,1,2,Budget,2744.004198050195
Agra,6,12,2,Luxury,219631.52774476094
Maharashtra,9,14,1,Budget,32924.3016727562
Rajasthan,7,7,3,Budget,29796.01084104138
Agra,9,4,3,Moderate,34700.29892442477
Karnataka,2,3,4,Moderate,33733.76821056928
Agra,11,14,3,Luxury,400122.4095955767
Himachal Pradesh,5,7,6,Luxury,521673.3878583568
Maharashtra,9,2,9,Budget,22936.68904932553
Goa,7,10,8,Budget,101456.02913184215
Himachal Pradesh,9,1,6,Luxury,49186.120116030084
Agra,11,11,8,Budget,102038.3413713463
Goa,6,4,8,Budget,45275.22682081421
Rajasthan,7,13,6,Luxury,644747.2466201895
Goa,10,8,2,Luxury,229095.937902854
Karnataka,5,13,5,Luxury,606232.2776937849
Kerala,6,6,4,Moderate,83802.2806203581
Karnataka,1,9,6,Luxury,482665.4775192965
Himachal Pradesh,1,1,2,Moderate,6892.604367675542
Kerala,2,1,4,Luxury,41391.036118158154
Himachal Pradesh,11,11,8,Luxury,736989.8372298481
Tamil Nadu,4,5,1,Moderate,15533.670644352767
Maharashtra,11,6,3,Moderate,77678.8740351468
Delhi,9,8,4,Budget,48878.909136042836
Rajasthan,7,3,2,Budget,11171.1025104839
Rajasthan,6,6,2,Budget,20208.550863892633
Tamil Nadu,1,3,6,Moderate,48238.2143436765
Agra,5,8,6,Luxury,282736.5307314715
Uttarakhand,11,12,3,Moderate,115779.23507766007
Himachal Pradesh,12,11,8,Luxury,959454.8325625004
Delhi,4,11,3,Luxury,285703.624438482
Delhi,5,4,2,Luxury,85174.54683582828
Karnataka,11,2,5,Budget,18929.90375848206
Karnataka,9,12,7,Moderate,235321.02153533846
Uttarakhand,12,9,1,Moderate,45063.738283219594
Agra,3,10,2,Budget,25524.875837358817
Tamil Nadu,4,13,2,Luxury,278036.29986894864
Goa,8,8,8,Budget,107598.5090144678
Karnataka,3,6,6,Luxury,256047.4851378023
Agra,3,3,4,Budget,13424.083683014082
Maharashtra,9,2,4,Moderate,27994.102567565693
Rajasthan,5,13,5,Budget,78289.60442366291
Rajasthan,10,4,3,Moderate,40463.73681200667
Agra,1,4,4,Luxury,153521.77207695038
Uttarakhand,7,1,4,Budget,5890.198363097925
Tamil Nadu,7,9,7,Budget,83645.18794954353
Delhi,6,10,7,Budget,96899.63768813599
Uttarakhand,6,8,1,Budget,16843.99008434801
Agra,3,7,3,Moderate,54938.85761248255
Tamil Nadu,3,6,9,Moderate,115771.92184737799
Tamil Nadu,10,3,6,Budget,21527.572938514364
Himachal Pradesh,11,4,6,Moderate,72475.9817092582
Kerala,9,2,4,Budget,15307.980210719812
Rajasthan,1,7,9,Moderate,192846.4266826141
Agra,7,2,3,Moderate,16494.12242129663
Delhi,12,14,8,Moderate,337081.5284589235
Kerala,11,10,6,Budget,134095.63186024304
Maharashtra,10,1,2,Budget,3737.590503025738
Karnataka,7,6,3,Moderate,55591.39546109783
Himachal Pradesh,8,4,1,Luxury,39743.37060778189
Karnataka,6,8,3,Moderate,75852.76982302552
Kerala,8,1,4,Budget,7179.152815435412
Kerala,1,9,6,Luxury,632518.648159164
Karnataka,1,6,7,Budget,60848.53111251943
Delhi,9,14,3,Luxury,350653.40565830393
Delhi,12,2,7,Luxury,119941.4843642703
Goa,4,8,4,Budget,53734.6422770351
Maharashtra,3,5,1,Moderate,22550.120623064417
Delhi,6,5,1,Budget,9873.56393084318
Maharashtra,10,5,8,Budget,49560.407105709826
Maharashtra,12,7,7,Moderate,159936.55595253274
Kerala,12,7,4,Moderate,128241.03743099552
Maharashtra,9,10,1,Luxury,114184.87073835879
Himachal Pradesh,10,11,6,Luxury,532400.108830506
Karnataka,11,7,7,Moderate,142294.22229722474
Goa,4,12,6,Budget,117314.45836640349
Agra,9,10,6,Moderate,136010.18393477716
Uttarakhand,5,2,8,Moderate,49772.38173744078
Goa,7,8,6,Moderate,180686.15070279504
Himachal Pradesh,3,1,2,Budget,3566.0078946983886
Goa,3,13,7,Budget,160909.8341142487
Maharashtra,12,14,4,Luxury,758523.7674008665
Kerala,3,2,3,Moderate,23083.328947207363
Uttarakhand,8,11,8,Moderate,184261.43803626584
Delhi,6,7,5,Budget,49341.33381559179
Kerala,9,4,4,Moderate,54921.800610540384
Maharashtra,9,11,4,Budget,78350.98054614165
Maharashtra,8,10,5,Luxury,497782.4308730798
Uttarakhand,1,10,4,Luxury,353284.8975280948
Uttarakhand,6,9,3,Luxury,315587.3426167371
Rajasthan,4,11,4,Budget,59691.74267143516
Tamil Nadu,4,9,5,Budget,52905.84452573205
Tamil Nadu,3,14,2,Moderate,97775.84925402296
Kerala,12,3,7,Luxury,293405.67985763814
Delhi,9,13,5,Budget,84001.4456524452
Goa,2,14,9,Luxury,903701.9652822902
Maharashtra,1,13,6,Luxury,1006705.5365633778
Maharashtra,10,3,1,Luxury,37596.07158467659
Rajasthan,3,9,9,Moderate,149350.0360775927
Kerala,4,13,5,Budget,95117.60904226679
Kerala,4,10,9,Budget,114601.78320922251
Karnataka,6,12,1,Budget,19411.566605931635
Uttarakhand,1,8,2,Moderate,47663.27160389234
Delhi,1,1,3,Moderate,11093.637407539089
Uttarakhand,2,6,5,Moderate,81078.02468768356
Delhi,4,7,6,Moderate,100307.77998869089
Himachal Pradesh,7,14,5,Budget,121841.96124256359
Agra,6,11,1,Moderate,29587.262392504286
Tamil Nadu,11,14,4,Budget,97029.24925154111
Tamil Nadu,9,8,6,Luxury,338020.6939729709
Delhi,7,12,4,Budget,63536.29123756397
Tamil Nadu,12,12,4,Luxury,490358.10260699585
Uttarakhand,5,2,5,Moderate,32286.609792105766
Maharashtra,6,14,8,Luxury,966771.485533998
Uttarakhand,10,1,5,Moderate,11004.534560612521
Delhi,9,4,7,Budget,34406.96035293233
Kerala,1,1,8,Budget,14284.839767768543
Uttarakhand,11,2,6,Moderate,32687.952857058233
Tamil Nadu,9,3,6,Budget,23681.87930762218
Rajasthan,6,4,2,Luxury,85911.44837043941
Karnataka,12,12,5,Luxury,678747.7982279053
Maharashtra,4,12,1,Luxury,158725.01778363585
Tamil Nadu,12,6,9,Moderate,114372.03337030072
Rajasthan,5,8,7,Luxury,473022.45452814654
Delhi,1,9,2,Luxury,225632.44300774133
Himachal Pradesh,7,4,6,Luxury,229662.65375840742
Rajasthan,8,1,9,Luxury,56764.740239329454
Agra,11,14,5,Luxury,565966.5961992267
Himachal Pradesh,5,5,3,Luxury,211402.63097210642
Goa,2,5,4,Moderate,74185.70901714695
Maharashtra,8,9,3,Luxury,261718.93249708333
Tamil Nadu,10,6,1,Moderate,20839.132538465106
Goa,7,5,7,Moderate,118110.18558920195
Uttarakhand,10,10,8,Moderate,143482.36636158064
Delhi,9,10,2,Luxury,184294.7106205881
Maharashtra,4,5,8,Luxury,343760.8003130733
Kerala,11,8,9,Moderate,245350.5392618682
Himachal Pradesh,9,11,7,Moderate,231478.3366139345
Kerala,4,1,1,Luxury,10605.345079463634
Goa,3,5,4,Budget,43162.29737543103
Rajasthan,11,1,7,Budget,14459.865929303814
Rajasthan,3,7,6,Budget,62662.223577403965
Delhi,10,14,8,Luxury,667449.8615847686
Goa,2,7,6,Moderate,132071.37014471387
Karnataka,10,13,6,Budget,100150.97989643262
Maharashtra,3,10,6,Moderate,210846.1546346349
Himachal Pradesh,8,8,7,Luxury,488061.2799939126
Rajasthan,11,14,5,Moderate,263914.5154760869
Rajasthan,8,7,9,Budget,59035.13020447176
Kerala,2,11,7,Luxury,641780.4180909131
Kerala,11,9,1,Moderate,48708.09908557355
Tamil Nadu,2,8,9,Luxury,424587.93533458555
Uttarakhand,2,8,6,Budget,63556.32298514096
Karnataka,10,3,8,Budget,28859.257609756867
Kerala,7,10,9,Budget,115272.02372894023
Kerala,6,4,2,Luxury,84361.96434865479
Maharashtra,12,4,2,Luxury,106837.85682549186
Tamil Nadu,11,1,5,Budget,8142.828799883145
Kerala,1,6,5,Luxury,477674.9027968135
Himachal Pradesh,2,2,2,Luxury,43724.30728259478
Maharashtra,1,9,4,Budget,70132.15966517199
Uttarakhand,12,14,9,Budget,155008.9479911622
Goa,11,1,4,Moderate,23755.647343253066
Maharashtra,7,1,1,Budget,1850.1377324959699
Goa,6,11,5,Luxury,516568.02038820746
Rajasthan,2,13,2,Moderate,76148.4320725777
Tamil Nadu,2,10,6,Luxury,431111.8420249865
Uttarakhand,2,11,1,Moderate,33662.14955840721
Tamil Nadu,8,6,7,Luxury,247588.436160488
Uttarakhand,7,13,7,Moderate,183150.56984741476
Tamil Nadu,1,1,4,Moderate,12848.070872746643
Maharashtra,4,12,9,Luxury,799324.2720247423
Tamil Nadu,11,3,3,Moderate,31135.825905370428
Agra,4,10,5,Luxury,340518.7469669349
Uttarakhand,7,2,5,Luxury,83986.66849857738
Goa,2,13,8,Moderate,296536.0138606195
Uttarakhand,4,11,4,Budget,62433.580427351466
Rajasthan,1,9,1,Budget,25981.54880412702
Himachal Pradesh,11,5,5,Budget,42032.39605551261
Agra,11,6,1,Luxury,71740.39707769446
Delhi,4,2,3,Luxury,56608.94991070302
Uttarakhand,11,8,6,Budget,60387.63078815966
Kerala,1,6,1,Luxury,101995.34172429077
Maharashtra,2,11,3,Budget,69140.46566811441
Maharashtra,2,12,7,Luxury,677159.0685665841
Tamil Nadu,12,8,2,Luxury,196161.7736710256
Tamil Nadu,10,8,6,Luxury,353169.66162288736
Maharashtra,12,14,7,Budget,162436.77608995023
Karnataka,3,1,2,Moderate,6776.199281056322
Agra,8,7,5,Luxury,258673.17389112205
Agra,11,2,1,Luxury,24386.292774709604
Goa,6,11,3,Budget,58756.743016509994
Uttarakhand,6,8,1,Budget,20175.110377124678
Delhi,9,12,3,Luxury,372421.21147923847
Maharashtra,8,2,4,Luxury,87924.56173558303
Uttarakhand,2,4,5,Moderate,45522.171809893596
Agra,6,2,4,Luxury,66936.67868669068
Rajasthan,1,13,4,Luxury,735962.5138909323
Maharashtra,9,7,9,Luxury,475896.88282696786
Uttarakhand,4,5,9,Moderate,96401.67942506225
Agra,4,13,9,Luxury,662970.6884033419
Himachal Pradesh,9,11,5,Moderate,156597.83280792876
Agra,3,13,5,Budget,67320.70745858536
Tamil Nadu,5,11,2,Luxury,223007.6414963045
Kerala,1,9,6,Luxury,675521.120219819
Karnataka,6,5,2,Luxury,98506.73786686771
Karnataka,3,11,5,Luxury,481032.0617809663
Tamil Nadu,1,8,5,Moderate,136222.7703687148
Tamil Nadu,10,2,4,Budget,12648.26056823838
Maharashtra,6,3,5,Budget,23055.015445184115
Himachal Pradesh,12,6,7,Moderate,174333.11978743502
Himachal Pradesh,10,11,2,Moderate,81906.77976404098
Maharashtra,2,7,1,Moderate,32536.20767122949
Uttarakhand,8,14,4,Moderate,168231.70463328168
Maharashtra,11,10,7,Luxury,716960.8719307088
Delhi,12,8,1,Luxury,106186.76651288015
Delhi,2,3,4,Moderate,40483.153662994475
Karnataka,4,7,6,Luxury,367732.27157534054
Agra,3,8,6,Luxury,319933.0863189729
Maharashtra,9,10,1,Budget,20193.356640932787
Maharashtra,2,6,7,Luxury,330800.7258323588
Uttarakhand,3,4,5,Budget,29430.758702966188
Goa,7,13,6,Luxury,827141.1406606631
Karnataka,4,6,1,Budget,10355.93483910122
Karnataka,6,9,7,Budget,71169.41933810603
Karnataka,3,3,4,Budget,20307.438798822637
Agra,1,2,3,Budget,10755.388725745925
Tamil Nadu,11,5,4,Moderate,65861.78059768918
Rajasthan,6,7,9,Luxury,451205.6019841236
Goa,4,3,5,Moderate,51221.37838172852
Agra,2,5,5,Luxury,193827.3001345198
Delhi,7,4,8,Moderate,67623.5364864257
Uttarakhand,10,11,7,Luxury,491972.20364501845
Tamil Nadu,12,7,3,Moderate,77210.35054534984
Delhi,5,2,1,Moderate,6026.998995113955
Tamil Nadu,6,12,2,Budget,34356.307330489915
Himachal Pradesh,6,11,3,Moderate,142662.40067979184
Karnataka,9,13,1,Budget,22808.931597088493
Tamil Nadu,12,7,1,Budget,15013.698669926483
Kerala,2,12,8,Moderate,280121.2032168586
Karnataka,12,2,8,Luxury,118275.4511557336
Karnataka,6,3,2,Moderate,19554.071887161128
Uttarakhand,9,5,8,Budget,35676.85403425946
Goa,12,7,2,Budget,49752.093065525376
Delhi,4,13,5,Moderate,165550.85156060482
Tamil Nadu,12,6,1,Moderate,25689.53364503253
Tamil Nadu,11,12,9,Moderate,220680.69810685804
Himachal Pradesh,6,7,4,Moderate,122756.14123189916
Karnataka,7,11,2,Luxury,222150.71213130478
Maharashtra,1,6,1,Budget,14345.859244529955
Rajasthan,5,13,6,Moderate,209060.60078886902
Maharashtra,4,12,8,Moderate,253534.2712798044
Tamil Nadu,10,1,4,Moderate,10894.274103725262
Maharashtra,2,5,1,Budget,9520.990916726638
Uttarakhand,2,12,1,Budget,18707.55257397828
Kerala,2,1,6,Budget,9650.946053608013
Tamil Nadu,7,7,2,Moderate,41560.58756023658
Tamil Nadu,11,4,5,Budget,35073.73709196149
Kerala,11,5,2,Moderate,51290.84710941535
Delhi,4,1,9,Moderate,20865.41045534905
Kerala,6,8,2,Luxury,188734.76393462892
Maharashtra,7,4,5,Luxury,196990.0523007598
Uttarakhand,9,3,4,Luxury,84267.11407925656
Himachal Pradesh,11,1,1,Budget,1687.1436371123616
Delhi,2,4,9,Luxury,220966.14085257208
Agra,10,3,3,Budget,13527.54784245785
Himachal Pradesh,12,8,8,Moderate,251642.68812156553
Goa,9,9,4,Luxury,466349.82514204324
Goa,11,12,9,Luxury,1223265.3674149516
Goa,5,5,5,Budget,41713.23179442193
Goa,6,9,2,Budget,41239.58710987386
Uttarakhand,6,1,8,Luxury,79124.80749475378
Himachal Pradesh,11,7,4,Budget,40245.97334406541
Karnataka,3,11,2,Budget,37245.03349662984
Rajasthan,11,14,6,Budget,182064.67676753484
Delhi,11,7,1,Moderate,29329.323228416117
Agra,10,6,8,Luxury,309640.6648395389
Maharashtra,7,4,9,Budget,40144.76916851606
Tamil Nadu,7,13,7,Budget,113840.13678464407
Goa,8,11,9,Moderate,258447.43399690976
Agra,5,9,2,Moderate,54271.105246580395
Tamil Nadu,2,14,1,Moderate,43333.09851364297
Rajasthan,3,3,7,Moderate,54411.96550532211
Agra,9,11,4,Luxury,357008.49598945485
Himachal Pradesh,6,11,8,Luxury,890820.5656431534
Agra,8,1,3,Budget,4620.062027551196
Goa,8,2,7,Luxury,112474.407135685
Rajasthan,5,3,7,Budget,27069.44571878109
Maharashtra,1,2,9,Luxury,183318.6750873135
Karnataka,6,6,4,Luxury,250724.5719060983
Kerala,7,13,1,Luxury,159028.7882714983
Goa,9,14,7,Budget,172675.3307546347
Tamil Nadu,2,7,6,Budget,45861.68770682149
Rajasthan,12,5,1,Moderate,26592.4045953826
Himachal Pradesh,2,5,9,Budget,58707.37254728623
Uttarakhand,10,7,8,Moderate,133656.96692183305
Rajasthan,1,6,4,Budget,56428.18974578001
Tamil Nadu,5,12,5,Budget,71303.40396168169
Kerala,2,8,8,Luxury,441231.59028783854
Kerala,3,9,2,Budget,38534.28966293748
Delhi,2,2,6,Luxury,105291.66763637563
Karnataka,11,12,2,Budget,47812.90158686277
Tamil Nadu,4,2,8,Moderate,38763.356623230546
Kerala,11,1,5,Budget,10669.895031252749
Delhi,3,7,3,Luxury,186215.03768056672
Delhi,9,11,2,Luxury,228938.55954136405
Delhi,10,14,4,Luxury,450420.2411060705
Rajasthan,12,4,8,Luxury,375665.1774515686
Delhi,2,9,1,Budget,14439.132626680395
Goa,7,6,3,Luxury,201990.4856043824
Tamil Nadu,11,12,1,Luxury,141473.5424341036
Goa,3,7,2,Budget,32425.22996904093
Uttarakhand,10,13,7,Luxury,541896.8222053009
Kerala,8,7,1,Moderate,29406.534693829384
Karnataka,4,8,9,Moderate,140629.05708349307
Delhi,4,4,8,Luxury,191846.13164665314
Himachal Pradesh,9,3,1,Moderate,9831.572450678696
Himachal Pradesh,11,3,1,Luxury,34657.7873831993
Kerala,3,10,2,Budget,37270.04753230754
Uttarakhand,7,8,2,Moderate,45828.9340245321
Himachal Pradesh,1,12,6,Moderate,206868.97475118915
Goa,7,13,1,Budget,29266.223019790134
Agra,10,3,4,Moderate,30360.2310979141
Rajasthan,11,8,7,Luxury,556731.469304171
Maharashtra,2,2,9,Luxury,152285.1095310383
Himachal Pradesh,12,5,3,Moderate,74406.05114536644
Karnataka,6,5,4,Budget,27933.494668149582
Delhi,9,7,5,Luxury,272431.8032204555
Karnataka,6,5,5,Luxury,239621.38066306864
Tamil Nadu,3,9,2,Moderate,61109.369953027446
Rajasthan,1,3,5,Budget,33633.24021238121
Goa,12,9,1,Luxury,198131.2430467479
Uttarakhand,12,1,7,Budget,11299.361017451318
Rajasthan,4,3,5,Moderate,39338.51229332023
Maharashtra,4,4,6,Moderate,72371.80250132502
